name	bio.tools_id	id	description	tool_shed_repository	panel_section_name	edam_topics	edam_operations		
Chimera.pintail		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_pintail/mothur_chimera_pintail/1.39.5.0	Find putative chimeras using pintail	mothur_chimera_pintail	Mothur		
Split.abund		toolshed.g2.bx.psu.edu/repos/iuc/mothur_split_abund/mothur_split_abund/1.39.5.0	Separate sequences into rare and abundant groups	mothur_split_abund	Mothur		
Mimarks.attributes		toolshed.g2.bx.psu.edu/repos/iuc/mothur_mimarks_attributes/mothur_mimarks_attributes/1.39.5.0	Reads bioSample Attributes xml and generates source for get.mimarkspackage command	mothur_mimarks_attributes	Mothur		
Summary.single		toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.39.5.2	Summary of calculator values for OTUs	mothur_summary_single	Mothur		
Chop.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chop_seqs/mothur_chop_seqs/1.39.5.0	Trim sequences to a specified length	mothur_chop_seqs	Mothur		
Remove.otulabels		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_otulabels/mothur_remove_otulabels/1.39.5.0	Removes OTU labels	mothur_remove_otulabels	Mothur		
Get.sabund		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_sabund/mothur_get_sabund/1.39.5.0	Get sabund from a otu list or rabund	mothur_get_sabund	Mothur		
Make.sra		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_sra/mothur_make_sra/1.39.5.0	creates the necessary files for a NCBI submission	mothur_make_sra	Mothur		
Make.group		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_group/mothur_make_group/1.39.5.0	Make a group file	mothur_make_group	Mothur		
Trim.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.39.5.0	Trim sequences - primers, barcodes, quality	mothur_trim_seqs	Mothur		
Nmds		toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.39.5.0	generate non-metric multidimensional scaling data	mothur_nmds	Mothur		
List.otulabels		toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_otulabels/mothur_list_otulabels/1.39.5.0	Lists otu labels from shared or relabund file	mothur_list_otulabels	Mothur		
Create.database		toolshed.g2.bx.psu.edu/repos/iuc/mothur_create_database/mothur_create_database/1.39.5.0	creates a database file from a list, repnames, repfasta and contaxonomy file	mothur_create_database	Mothur		
Deunique.tree		toolshed.g2.bx.psu.edu/repos/iuc/mothur_deunique_tree/mothur_deunique_tree/1.39.5.0	Reinsert the redundant sequence identiers back into a unique tree.	mothur_deunique_tree	Mothur		
Biom.info		toolshed.g2.bx.psu.edu/repos/iuc/mothur_biom_info/mothur_biom_info/1.39.5.0	create shared and taxonomy files from biom	mothur_biom_info	Mothur		
Pairwise.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.39.5.0	calculate uncorrected pairwise distances between sequences	mothur_pairwise_seqs	Mothur		
Merge.count		toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_count/mothur_merge_count/1.39.5.0	Merge count tables	mothur_merge_count	Mothur		
Pcr.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcr_seqs/mothur_pcr_seqs/1.39.5.0	Trim sequences	mothur_pcr_seqs	Mothur		
Taxonomy-to-Krona		toolshed.g2.bx.psu.edu/repos/iuc/mothur_taxonomy_to_krona/mothur_taxonomy_to_krona/1.0	convert a mothur taxonomy file to Krona input format	mothur_taxonomy_to_krona	Mothur		
Split.groups		toolshed.g2.bx.psu.edu/repos/iuc/mothur_split_groups/mothur_split_groups/1.39.5.0	Generates a fasta file for each group	mothur_split_groups	Mothur		
Classify.tree		toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_tree/mothur_classify_tree/1.39.5.0	Get a consensus taxonomy for each node on a tree	mothur_classify_tree	Mothur		
Make.fastq		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_fastq/mothur_make_fastq/1.39.5.0	Convert fasta and quality to fastq	mothur_make_fastq	Mothur		
Pcoa		toolshed.g2.bx.psu.edu/repos/iuc/mothur_pcoa/mothur_pcoa/1.39.5.0	Principal Coordinate Analysis for a distance matrix	mothur_pcoa	Mothur		
Summary.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_shared/mothur_summary_shared/1.39.5.0	Summary of calculator values for OTUs	mothur_summary_shared	Mothur		
Sort.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_sort_seqs/mothur_sort_seqs/1.39.5.0	put sequences in different files in the same order	mothur_sort_seqs	Mothur		
Remove.dists		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_dists/mothur_remove_dists/1.39.5.0	Removes distances from a phylip or column file	mothur_remove_dists	Mothur		
Make.lefse		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_lefse/mothur_make_lefse/1.39.5.0	create a lefse formatted input file from mothur's output files	mothur_make_lefse	Mothur		
Cluster.classic		toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_classic/mothur_cluster_classic/1.39.5.0	Assign sequences to OTUs (Dotur implementation)	mothur_cluster_classic	Mothur		
Filter.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_seqs/mothur_filter_seqs/1.39.5.0	removes columns from alignments	mothur_filter_seqs	Mothur		
Unique.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.39.5.0	Return unique sequences	mothur_unique_seqs	Mothur		
Rename.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_rename_seqs/mothur_rename_seqs/1.39.5.0	Rename sequences by concatenating the group name	mothur_rename_seqs	Mothur		
Cooccurrence		toolshed.g2.bx.psu.edu/repos/iuc/mothur_cooccurrence/mothur_cooccurrence/1.39.5.0	tests whether presence-absence patterns differ from chance	mothur_cooccurrence	Mothur		
Parse.list		toolshed.g2.bx.psu.edu/repos/iuc/mothur_parse_list/mothur_parse_list/1.39.5.0	Generate a List file for each group	mothur_parse_list	Mothur		
Get.group		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_group/mothur_get_group/1.39.5.0	group names from shared or from list and group	mothur_get_group	Mothur		
Make Design		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_design/mothur_make_design/1.39.5.0	Assign groups to Sets	mothur_make_design	Mothur		
Get.dists		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_dists/mothur_get_dists/1.39.5.0	selects distances from a phylip or column file	mothur_get_dists	Mothur		
Get.otulist		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_otulist/mothur_get_otulist/1.39.5.0	Get otus for each distance in a otu list	mothur_get_otulist	Mothur		
Merge.groups		toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_groups/mothur_merge_groups/1.39.5.0	Merge groups in a shared file	mothur_merge_groups	Mothur		
Otu.association		toolshed.g2.bx.psu.edu/repos/iuc/mothur_otu_association/mothur_otu_association/1.39.5.0	Calculate the correlation coefficient for the otus	mothur_otu_association	Mothur		
Merge.files		toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_files/mothur_merge_files/1.39.5.0	Merge data	mothur_merge_files	Mothur		
Filter.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_filter_shared/mothur_filter_shared/1.39.5.0	remove OTUs based on various critieria	mothur_filter_shared	Mothur		
Phylo.diversity		toolshed.g2.bx.psu.edu/repos/iuc/mothur_phylo_diversity/mothur_phylo_diversity/1.39.5.0	Alpha Diversity calculates unique branch length	mothur_phylo_diversity	Mothur		
Sffinfo		toolshed.g2.bx.psu.edu/repos/iuc/mothur_sffinfo/mothur_sffinfo/1.39.5.0	Summarize the quality of sequences	mothur_sffinfo	Mothur		
Sub.sample		toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.39.5.0	Create a sub sample	mothur_sub_sample	Mothur		
Deunique.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_deunique_seqs/mothur_deunique_seqs/1.39.5.0	Return all sequences	mothur_deunique_seqs	Mothur		
Chimera.perseus		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_perseus/mothur_chimera_perseus/1.39.5.0	Find putative chimeras using chimeraCheck	mothur_chimera_perseus	Mothur		
Amova		toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.39.5.0	Analysis of molecular variance	mothur_amova	Mothur		
Align.check		toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_check/mothur_align_check/1.39.5.0	Calculate the number of potentially misaligned bases	mothur_align_check	Mothur		
Align.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_align_seqs/mothur_align_seqs/1.39.5.0	Align sequences to a template alignment	mothur_align_seqs	Mothur		
Classify.rf		toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_rf/mothur_classify_rf/1.36.1.0	description	mothur_classify_rf	Mothur		
Dist.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_seqs/mothur_dist_seqs/1.39.5.0	calculate uncorrected pairwise distances between aligned sequences	mothur_dist_seqs	Mothur		
Pre.cluster		toolshed.g2.bx.psu.edu/repos/iuc/mothur_pre_cluster/mothur_pre_cluster/1.39.5.0	Remove sequences due to pyrosequencing errors	mothur_pre_cluster	Mothur		
Libshuff		toolshed.g2.bx.psu.edu/repos/iuc/mothur_libshuff/mothur_libshuff/1.39.5.0	Cramer-von Mises tests communities for the same structure	mothur_libshuff	Mothur		
Metastats		toolshed.g2.bx.psu.edu/repos/iuc/mothur_metastats/mothur_metastats/1.39.5.0	generate principle components plot data	mothur_metastats	Mothur		
Get.rabund		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_rabund/mothur_get_rabund/1.39.5.0	Get rabund from a otu list or sabund	mothur_get_rabund	Mothur		
Get.otus		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_otus/mothur_get_otus/1.39.5.0	Get otus containing sequences from specified groups	mothur_get_otus	Mothur		
Otu.hierarchy		toolshed.g2.bx.psu.edu/repos/iuc/mothur_otu_hierarchy/mothur_otu_hierarchy/1.39.5.0	Relate OTUs at different distances	mothur_otu_hierarchy	Mothur		
Trim.flows		toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_flows/mothur_trim_flows/1.39.5.0	partition by barcode, trim to length, cull by length and mismatches	mothur_trim_flows	Mothur		
Cluster.fragments		toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_fragments/mothur_cluster_fragments/1.39.5.0	Group sequences that are part of a larger sequence	mothur_cluster_fragments	Mothur		
Rarefaction.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_shared/mothur_rarefaction_shared/1.39.5.0	Generate inter-sample rarefaction curves for OTUs	mothur_rarefaction_shared	Mothur		
Classify.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.39.5.0	Assign sequences to taxonomy	mothur_classify_seqs	Mothur		
Phylotype		toolshed.g2.bx.psu.edu/repos/iuc/mothur_phylotype/mothur_phylotype/1.39.5.0	Assign sequences to OTUs based on taxonomy	mothur_phylotype	Mothur		
unifrac.unweighted		toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_unweighted/mothur_unifrac_unweighted/1.39.5.0	Describes whether two or more communities have the same structure	mothur_unifrac_unweighted	Mothur		
Tree.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_tree_shared/mothur_tree_shared/1.39.5.0	Generate a newick tree for dissimilarity among groups	mothur_tree_shared	Mothur		
Get.otulabels		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_otulabels/mothur_get_otulabels/1.39.5.0	Selects OTU labels	mothur_get_otulabels	Mothur		
Count.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.39.5.0	(aka make.table) counts the number of sequences represented by the representative	mothur_count_seqs	Mothur		
Consensus.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_consensus_seqs/mothur_consensus_seqs/1.39.5.0	Find a consensus sequence for each OTU or phylotype	mothur_consensus_seqs	Mothur		
Collect.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_collect_shared/mothur_collect_shared/1.39.5.0	Generate collector's curves for calculators on OTUs	mothur_collect_shared	Mothur		
Corr.axes		toolshed.g2.bx.psu.edu/repos/iuc/mothur_corr_axes/mothur_corr_axes/1.39.5.0	correlation of data to axes	mothur_corr_axes	Mothur		
Summary.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.39.5.0	Summarize the quality of sequences	mothur_summary_seqs	Mothur		
Anosim		toolshed.g2.bx.psu.edu/repos/iuc/mothur_anosim/mothur_anosim/1.39.5.0	Non-parametric multivariate analysis of changes in community structure	mothur_anosim	Mothur		
Remove.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_seqs/mothur_remove_seqs/1.39.5.0	Remove sequences by name	mothur_remove_seqs	Mothur		
Get.communitytype		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_communitytype/mothur_get_communitytype/1.39.5.0	description	mothur_get_communitytype	Mothur		
Cluster.split		toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster_split/mothur_cluster_split/1.39.5.0	Assign sequences to OTUs and split large matrices	mothur_cluster_split	Mothur		
Summary.tax		toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_tax/mothur_summary_tax/1.39.5.0	Assign sequences to taxonomy	mothur_summary_tax	Mothur		
Fastq.info		toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.39.5.0	Convert fastq to fasta and quality	mothur_fastq_info	Mothur		
unifrac.weighted		toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_weighted/mothur_unifrac_weighted/1.39.5.0	Describes whether two or more communities have the same structure	mothur_unifrac_weighted	Mothur		
Get.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_seqs/mothur_get_seqs/1.39.5.0	Picks sequences by name	mothur_get_seqs	Mothur		
Bin.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_bin_seqs/mothur_bin_seqs/1.39.5.0	Order Sequences by OTU	mothur_bin_seqs	Mothur		
Degap.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_degap_seqs/mothur_degap_seqs/1.39.5.0	Remove gap characters from sequences	mothur_degap_seqs	Mothur		
Chimera.ccode		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_ccode/mothur_chimera_ccode/1.39.5.0	Find putative chimeras using ccode	mothur_chimera_ccode	Mothur		
Primer.design		toolshed.g2.bx.psu.edu/repos/iuc/mothur_primer_design/mothur_primer_design/1.39.5.0	identify sequence fragments that are specific to particular OTUs	mothur_primer_design	Mothur		
Seq.error		toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.39.5.0	assess error rates in sequencing data	mothur_seq_error	Mothur		
Remove.groups		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_groups/mothur_remove_groups/1.39.5.0	Remove groups from groups,fasta,names,list,taxonomy	mothur_remove_groups	Mothur		
Mantel		toolshed.g2.bx.psu.edu/repos/iuc/mothur_mantel/mothur_mantel/1.39.5.0	Mantel correlation coefficient between two matrices.	mothur_mantel	Mothur		
Lefse		toolshed.g2.bx.psu.edu/repos/iuc/mothur_lefse/mothur_lefse/1.39.5.0	description	mothur_lefse	Mothur		
Heatmap.bin		toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_bin/mothur_heatmap_bin/1.39.5.0	Generate a heatmap for OTUs	mothur_heatmap_bin	Mothur		
Clearcut		toolshed.g2.bx.psu.edu/repos/iuc/mothur_clearcut/mothur_clearcut/1.39.5.0	Generate a tree using relaxed neighbor joining	mothur_clearcut	Mothur		
Get.sharedseqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_sharedseqs/mothur_get_sharedseqs/1.39.5.0	Get shared sequences at each distance from list and group	mothur_get_sharedseqs	Mothur		
Chimera.bellerophon		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_bellerophon/mothur_chimera_bellerophon/1.39.5.0	Find putative chimeras using bellerophon	mothur_chimera_bellerophon	Mothur		
Cluster		toolshed.g2.bx.psu.edu/repos/iuc/mothur_cluster/mothur_cluster/1.39.5.0	Assign sequences to OTUs (Operational Taxonomic Unit)	mothur_cluster	Mothur		
Sens.spec		toolshed.g2.bx.psu.edu/repos/iuc/mothur_sens_spec/mothur_sens_spec/1.39.5.0	Determine the quality of OTU assignment	mothur_sens_spec	Mothur		
Make.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.39.5.0	Make a shared file from a list and a group	mothur_make_shared	Mothur		
Chimera.slayer		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_slayer/mothur_chimera_slayer/1.39.5.0	Find putative chimeras using slayer	mothur_chimera_slayer	Mothur		
Remove.lineage		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_lineage/mothur_remove_lineage/1.39.5.0	Picks by taxon	mothur_remove_lineage	Mothur		
Reverse.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_reverse_seqs/mothur_reverse_seqs/1.39.5.0	Reverse complement the sequences	mothur_reverse_seqs	Mothur		
Dist.shared		toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.39.5.0	Generate a phylip-formatted dissimilarity distance matrix among multiple groups	mothur_dist_shared	Mothur		
Shhh.flows		toolshed.g2.bx.psu.edu/repos/iuc/mothur_shhh_flows/mothur_shhh_flows/1.39.5.0	Denoise flowgrams (PyroNoise algorithm)	mothur_shhh_flows	Mothur		
Get.lineage		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_lineage/mothur_get_lineage/1.39.5.0	Picks by taxon	mothur_get_lineage	Mothur		
Merge.taxsummary		toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_taxsummary/mothur_merge_taxsummary/1.39.5.0	Merge tax.summary files	mothur_merge_taxsummary	Mothur		
Hcluster		toolshed.g2.bx.psu.edu/repos/iuc/mothur_hcluster/mothur_hcluster/1.36.1.0	Assign sequences to OTUs (Operational Taxonomic Unit)	mothur_hcluster	Mothur		
Make.lookup		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_lookup/mothur_make_lookup/1.39.5.0	allows you to create custom lookup files for use with shhh.flows	mothur_make_lookup	Mothur		
Remove.rare		toolshed.g2.bx.psu.edu/repos/iuc/mothur_remove_rare/mothur_remove_rare/1.39.5.0	Remove rare OTUs	mothur_remove_rare	Mothur		
Collect.single		toolshed.g2.bx.psu.edu/repos/iuc/mothur_collect_single/mothur_collect_single/1.39.5.0	Generate collector's curves for OTUs	mothur_collect_single	Mothur		
Rarefaction.single		toolshed.g2.bx.psu.edu/repos/iuc/mothur_rarefaction_single/mothur_rarefaction_single/1.39.5.0	Generate intra-sample rarefaction curves for OTUs	mothur_rarefaction_single	Mothur		
Get.groups		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_groups/mothur_get_groups/1.39.5.0	Select groups	mothur_get_groups	Mothur		
Chimera.check		toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_check/mothur_chimera_check/1.39.5.0	Find putative chimeras using chimeraCheck	mothur_chimera_check	Mothur		
Heatmap.sim		toolshed.g2.bx.psu.edu/repos/iuc/mothur_heatmap_sim/mothur_heatmap_sim/1.39.5.0	Generate a heatmap for pariwise similarity	mothur_heatmap_sim	Mothur		
Get.relabund		toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_relabund/mothur_get_relabund/1.39.5.0	Calculate the relative abundance of each otu	mothur_get_relabund	Mothur		
Make.biom		toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_biom/mothur_make_biom/1.39.5.0	Make biom files from a shared file	mothur_make_biom	Mothur		
Classify.otu		toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_otu/mothur_classify_otu/1.39.5.0	Assign sequences to taxonomy	mothur_classify_otu	Mothur		
Merge.sfffiles		toolshed.g2.bx.psu.edu/repos/iuc/mothur_merge_sfffiles/mothur_merge_sfffiles/1.39.5.0	Merge SFF files	mothur_merge_sfffiles	Mothur		
Summary.qual		toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_qual/mothur_summary_qual/1.39.5.0	Summarize the quality scores	mothur_summary_qual	Mothur		
Venn		toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn/1.39.5.0	Generate Venn diagrams for groups	mothur_venn	Mothur		
List.seqs		toolshed.g2.bx.psu.edu/repos/iuc/mothur_list_seqs/mothur_list_seqs/1.39.5.0	Lists the names (accnos) of the sequences	mothur_list_seqs	Mothur		
